2021-11-07 13:33:21,858 >>> wait
2021-11-07 13:33:22,109 >>> wait
2021-11-07 13:33:22,881 >>> wait
2021-11-07 13:33:23,134 >>> wait
2021-11-07 13:33:23,902 >>> wait
2021-11-07 13:33:24,154 >>> wait
2021-11-07 13:33:24,874 >>> wait
2021-11-07 13:33:25,127 >>> wait
2021-11-07 13:33:25,837 <<< M105
2021-11-07 13:33:25,849 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:26,086 <<< M105
2021-11-07 13:33:26,102 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:26,873 >>> wait
2021-11-07 13:33:27,125 >>> wait
2021-11-07 13:33:27,897 >>> wait
2021-11-07 13:33:28,149 >>> wait
2021-11-07 13:33:28,871 >>> wait
2021-11-07 13:33:29,123 >>> wait
2021-11-07 13:33:29,896 >>> wait
2021-11-07 13:33:30,148 >>> wait
2021-11-07 13:33:30,838 <<< M105
2021-11-07 13:33:30,870 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:31,087 <<< M105
2021-11-07 13:33:31,122 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:31,893 >>> wait
2021-11-07 13:33:32,145 >>> wait
2021-11-07 13:33:32,866 >>> wait
2021-11-07 13:33:33,117 >>> wait
2021-11-07 13:33:33,890 >>> wait
2021-11-07 13:33:34,142 >>> wait
2021-11-07 13:33:34,866 >>> wait
2021-11-07 13:33:35,114 >>> wait
2021-11-07 13:33:35,839 <<< M105
2021-11-07 13:33:35,891 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:36,088 <<< M105
2021-11-07 13:33:36,138 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:36,865 >>> wait
2021-11-07 13:33:37,110 >>> wait
2021-11-07 13:33:37,887 >>> wait
2021-11-07 13:33:38,132 >>> wait
2021-11-07 13:33:38,859 >>> wait
2021-11-07 13:33:39,155 >>> wait
2021-11-07 13:33:39,886 >>> wait
2021-11-07 13:33:40,129 >>> wait
2021-11-07 13:33:40,840 <<< M105
2021-11-07 13:33:40,860 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:41,088 <<< M105
2021-11-07 13:33:41,102 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:41,861 >>> wait
2021-11-07 13:33:42,104 >>> wait
2021-11-07 13:33:42,887 >>> wait
2021-11-07 13:33:43,129 >>> wait
2021-11-07 13:33:43,862 >>> wait
2021-11-07 13:33:44,104 >>> wait
2021-11-07 13:33:44,887 >>> wait
2021-11-07 13:33:45,130 >>> wait
2021-11-07 13:33:45,841 <<< M105
2021-11-07 13:33:45,862 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:46,089 <<< M105
2021-11-07 13:33:46,104 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:46,886 >>> wait
2021-11-07 13:33:47,130 >>> wait
2021-11-07 13:33:47,859 >>> wait
2021-11-07 13:33:48,107 >>> wait
2021-11-07 13:33:48,883 >>> wait
2021-11-07 13:33:49,131 >>> wait
2021-11-07 13:33:49,905 >>> wait
2021-11-07 13:33:50,156 >>> wait
2021-11-07 13:33:50,841 <<< M105
2021-11-07 13:33:50,877 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:51,089 <<< M105
2021-11-07 13:33:51,129 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:33:51,899 >>> wait
2021-11-07 13:33:52,100 >>> wait
2021-11-07 13:33:52,870 >>> wait
2021-11-07 13:33:53,888 >>> wait
2021-11-07 13:33:54,909 >>> wait
2021-11-07 13:33:55,842 <<< M105
2021-11-07 13:33:55,878 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:19,368 ------------------------------------------------------------------------------
2021-11-07 13:36:19,395 >>> start
2021-11-07 13:36:19,405 >>> Marlin: Virtual Marlin!
2021-11-07 13:36:19,408 <<< N1 M105*38
2021-11-07 13:36:19,409 >>> €
2021-11-07 13:36:19,412 >>> SD card ok
2021-11-07 13:36:19,420 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:19,425 <<< N0 M110 N0*125
2021-11-07 13:36:19,433 >>> ok
2021-11-07 13:36:19,436 <<< N1 M115*39
2021-11-07 13:36:19,443 >>> FIRMWARE_NAME: Virtual Marlin 1.0 PROTOCOL_VERSION:1.0
2021-11-07 13:36:19,445 >>> ok
2021-11-07 13:36:19,446 <<< M21
2021-11-07 13:36:19,447 >>> SD card ok
2021-11-07 13:36:19,448 >>> ok
2021-11-07 13:36:19,451 <<< M20
2021-11-07 13:36:19,458 >>> Begin file list
2021-11-07 13:36:19,459 >>> End file list
2021-11-07 13:36:19,460 >>> ok
2021-11-07 13:36:19,579 ------------------------------------------------------------------------------
2021-11-07 13:36:19,597 >>> start
2021-11-07 13:36:19,608 >>> Marlin: Virtual Marlin!
2021-11-07 13:36:19,613 >>> €
2021-11-07 13:36:19,614 <<< N0 M110 N0*125
2021-11-07 13:36:19,615 >>> SD card ok
2021-11-07 13:36:19,620 >>> ok
2021-11-07 13:36:19,622 <<< N1 M115*39
2021-11-07 13:36:19,625 >>> FIRMWARE_NAME: Virtual Marlin 1.0 PROTOCOL_VERSION:1.0
2021-11-07 13:36:19,627 >>> ok
2021-11-07 13:36:19,628 <<< M21
2021-11-07 13:36:19,632 >>> SD card ok
2021-11-07 13:36:19,634 >>> ok
2021-11-07 13:36:19,636 <<< M20
2021-11-07 13:36:19,639 >>> Begin file list
2021-11-07 13:36:19,640 >>> End file list
2021-11-07 13:36:19,641 >>> ok
2021-11-07 13:36:20,482 >>> wait
2021-11-07 13:36:20,664 >>> wait
2021-11-07 13:36:21,505 >>> wait
2021-11-07 13:36:21,687 >>> wait
2021-11-07 13:36:22,482 >>> wait
2021-11-07 13:36:22,661 >>> wait
2021-11-07 13:36:23,505 >>> wait
2021-11-07 13:36:23,687 >>> wait
2021-11-07 13:36:24,402 <<< M105
2021-11-07 13:36:24,430 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:24,602 <<< M105
2021-11-07 13:36:24,609 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:25,454 >>> wait
2021-11-07 13:36:25,636 >>> wait
2021-11-07 13:36:26,430 >>> wait
2021-11-07 13:36:26,610 >>> wait
2021-11-07 13:36:27,456 >>> wait
2021-11-07 13:36:27,634 >>> wait
2021-11-07 13:36:28,483 >>> wait
2021-11-07 13:36:28,658 >>> wait
2021-11-07 13:36:29,403 <<< M105
2021-11-07 13:36:29,407 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:29,603 <<< M105
2021-11-07 13:36:29,634 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:30,428 >>> wait
2021-11-07 13:36:31,447 >>> wait
2021-11-07 13:36:32,416 >>> wait
2021-11-07 13:36:33,435 >>> wait
2021-11-07 13:36:34,404 <<< M105
2021-11-07 13:36:34,455 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
2021-11-07 13:36:45,347 ------------------------------------------------------------------------------
2021-11-07 13:36:45,368 >>> start
2021-11-07 13:36:45,384 >>> Marlin: Virtual Marlin!
2021-11-07 13:36:45,387 <<< N1 M105*38
2021-11-07 13:36:45,387 >>> €
2021-11-07 13:36:45,391 >>> SD card ok
2021-11-07 13:36:45,393 >>> ok T:21.30 /0.00 B:21.30 /0.00 @:64
